英雄名,职业名,职业,生命,攻击,智力,防御,魔防,技巧,生命带小数,攻击带小数,智力带小数,防御带小数,魔防带小数,技巧带小数,铸纹生命,铸纹攻击,铸纹智力,铸纹防御,铸纹魔防,铸纹技巧,铸纹特效,铸纹特效生命,铸纹特效攻击,铸纹特效智力,铸纹特效防御,铸纹特效魔防,铸纹特效技巧,兵修生命,兵修攻击,兵修防御,兵修魔防,心之羁绊4,心之羁绊7,英雄头像,职业图标
利亚特,骑士统帅,骑兵,3853,476,206,269,221,109,3853.3027,476.457976,205.826179,268.782564,220.821922,109.39656,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.1,0.35,0.35,0.1,攻击前每移动1格，部队遭受伤害降低3%（上限15%）。,攻击前每移动1格，伤害提升3%（上限15%）。,https://patchwiki.biligame.com/images/langrisser/thumb/0/0c/gh5nhunh0dx04n0lximbvrdv1q5kfq9.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E4%BA%9A%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
莉法妮,隐士,法师,3300,282,475,242,350,97,3299.90168,282.014212,475.381888,242.136979,349.535468,96.8175,1000,30,150,90,90,20,智力+5%，魔力漩涡对目标额外施加：[指挥]周围2格内其它友军英雄移动力-1，持续2回合。,0,0,0.05,0,0,0,0.1,0.4,0.1,0.35,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/h4xwlbhjkrnijak3e3gzrwx0h9twa6k.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E6%B3%95%E5%A6%AE.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
莉法妮,巫师,法师,3155,256,505,242,372,83,3154.938875,256.28976,505.22578,242.136979,372.43892,83.26305,1000,30,150,90,90,20,智力+5%，魔力漩涡对目标额外施加：[指挥]周围2格内其它友军英雄移动力-1，持续2回合。,0,0,0.05,0,0,0,0.1,0.4,0.1,0.35,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提高10%。,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/h4xwlbhjkrnijak3e3gzrwx0h9twa6k.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E6%B3%95%E5%A6%AE.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
莉娜,破龙魔导士,法师,3665,251,588,271,322,112,3664.815375,251.08512,588.08059,271.08215,321.55874,111.84726,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.4,0.15,0.25,遭受范围伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/10geknvlpedu21sv1z6iby8rkl5xdjq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
莉娜,神灭魔剑士,步兵,3839,278,588,305,303,144,3838.77624,277.525144,588.08059,305.1441,302.560046,144.14992,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.4,0.15,0.25,受到攻击进入战斗时，遭受物理伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/10geknvlpedu21sv1z6iby8rkl5xdjq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
莉亚娜,先知,僧侣,3853,321,408,275,408,88,3853.44375,321.096776,408.059357,275.082483,407.9165,88.41703,1000,30,150,90,90,20,[再行动]射程+1；使用[再行动]后，对目标施加[增援]与[免疫]，持续2回合。,0,0,0,0,0,0,0.4,0.1,0.1,0.4,部队血量低于50%时，遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/l89nwmfhk9mhaj6dc3jg4bpu6l1u8pp.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E4%BA%9A%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
莉亚娜,隐士,法师,4026,295,443,275,374,103,4026.204,295.012718,443.481536,275.082483,373.85455,102.8105,1000,30,150,90,90,20,[再行动]射程+1；使用[再行动]后，对目标施加[增援]与[免疫]，持续2回合。,0,0,0,0,0,0,0.4,0.1,0.1,0.4,受到远程攻击时，遭受魔法伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/l89nwmfhk9mhaj6dc3jg4bpu6l1u8pp.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E4%BA%9A%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
玲,巫师,法师,3170,262,552,267,378,96,3170.396625,262.3764,552.44456,266.542976,378.49035,95.79583,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.25,0.3,0.2,0.25,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%,范围伤害提升10%,https://patchwiki.biligame.com/images/langrisser/thumb/6/69/su5oo15lt96hg1hr3cssk26uvmgq4ya.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%B2.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
玲,歼灭天使,魔物,3630,262,581,287,378,125,3629.62117,262.3764,580.587584,286.980224,378.49035,124.75736,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.25,0.3,0.2,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%,部队血量低于70%时，进入战斗后造成伤害提升10%,https://patchwiki.biligame.com/images/langrisser/thumb/6/69/su5oo15lt96hg1hr3cssk26uvmgq4ya.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%B2.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
胧,斗神,枪兵,4456,566,233,328,242,174,4456.09067,566.145728,232.555635,327.563741,242.327808,173.65,1000,150,30,90,90,20,技能伤害提升10%，使用[龙威一怒]击杀敌军时，若自身处于[化龙]状态且[龙威]数量未达到上限，则行动结束时获得1个[龙威]。,0,0,0,0,0,0,0.1,0.35,0.25,0.3,部队血量低于50%时，遭受伤害降低10%。,部队血量低于50%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/37/fvbodr6utnnsuffgkbxeyh5c76sj43y.png/82px-%E5%A4%B4%E5%83%8F_%E8%83%A7.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
胧,灵龙转生使,龙,4770,566,256,302,308,101,4770.21188,566.145728,255.5982,302.161182,308.461824,101.266,1000,150,30,90,90,20,技能伤害提升10%，使用[龙威一怒]击杀敌军时，若自身处于[化龙]状态且[龙威]数量未达到上限，则行动结束时获得1个[龙威]。,0,0,0,0,0,0,0.1,0.35,0.25,0.3,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/37/fvbodr6utnnsuffgkbxeyh5c76sj43y.png/82px-%E5%A4%B4%E5%83%8F_%E8%83%A7.png,https://patchwiki.biligame.com/images/langrisser/5/59/e06u6btw258hb0q7cvz0zr3rme6r38g.png
卢古耐尔,圣者,僧侣,3633,327,482,268,377,96,3633.25608,326.526148,482.28224,268.4384,377.25109,95.79583,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.15,0.15,0.3,0.4,主动攻击进入战斗时，部队遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/68/a9tl3a02q5qbwlifti5czewffq486eo.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%8F%A4%E8%80%90%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
卢古耐尔,隐士,法师,3633,300,482,248,357,111,3633.25608,300.001039,482.28224,248.3066,356.894611,111.3905,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.15,0.15,0.3,0.4,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/68/a9tl3a02q5qbwlifti5czewffq486eo.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%8F%A4%E8%80%90%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
卢克蕾蒂娅,大主教,僧侣,3648,316,568,247,401,96,3647.5835,315.64676,567.623232,247.003802,401.08695,95.79583,1000,30,150,90,90,20,智力+10%；[魔能傀儡]的[移形换位]可以对其他友军释放。,0,0,0.1,0,0,0,0.1,0.4,0.1,0.4,部队血量100%时，遭受伤害降低10%。,部队血量低于80%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pfz2y7gaxmdutxqjseey1h6am3hml4.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%85%8B%E8%95%BE%E8%92%82%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
卢克蕾蒂娅,隐士,法师,3811,290,568,247,368,111,3810.68384,290.00543,567.623232,247.003802,367.738765,111.3905,1000,30,150,90,90,20,智力+10%；[魔能傀儡]的[移形换位]可以对其他友军释放。,0,0,0.1,0,0,0,0.1,0.4,0.1,0.4,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pfz2y7gaxmdutxqjseey1h6am3hml4.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%85%8B%E8%95%BE%E8%92%82%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
路因,源初的君王,SP枪兵,4862,529,233,332,228,172,4862.0267,528.9248,232.555635,331.8721835,228.229974,172.08575,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.2,0.3,0.25,0.25,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/eghhf2euba83l6067tquwyrlvmovnhs.png/82px-%E5%A4%B4%E5%83%8F_%E8%B7%AF%E5%9B%A0.png,https://patchwiki.biligame.com/images/langrisser/4/48/155n4kq9qd0gx2m63nhbqbpduk29lpk.png
路因,剑士统帅,步兵,4028,504,237,295,255,137,4027.53175,503.706256,237.4944,294.894611,255.13064,137.02618,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.1,0.35,0.15,0.3,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/eghhf2euba83l6067tquwyrlvmovnhs.png/82px-%E5%A4%B4%E5%83%8F_%E8%B7%AF%E5%9B%A0.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
露娜,月辉领主,SP飞兵,4842,478,315,335,420,148,4842.482,478.090585,314.52365,334.62298,419.543975,147.52338,1000,150,30,90,90,20,"魔防+5%；自身拥有""超绝强化""的特殊效果时，造成伤害提升15%，使用技能造成伤害后，该技能冷却时间-2。",0,0,0,0,0.05,0,0.2,0.4,0.1,0.3,主动攻击进入战斗时，部队遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/6/61/djx3ygzs4v5enx433eemwzkda6j8flz.png
露娜,弓骑统帅,弓兵,4056,483,295,264,366,189,4056.1424,483.22578,294.76248,263.907244,365.85455,188.86195,1000,150,30,90,90,20,"魔防+5%；自身拥有""超绝强化""的特殊效果时，造成伤害提升15%，使用技能造成伤害后，该技能冷却时间-2。",0,0,0,0,0.05,0,0.1,0.4,0.1,0.4,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
露娜,圣天马统帅,飞兵,4683,483,325,331,400,146,4683.005,483.22578,324.538226,330.535468,399.9165,146.36495,1000,150,30,90,90,20,"魔防+5%；自身拥有""超绝强化""的特殊效果时，造成伤害提升15%，使用技能造成伤害后，该技能冷却时间-2。",0,0,0,0,0.05,0,0.1,0.4,0.1,0.4,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
罗兰,辉耀的圣裁,僧侣,4299,256,577,325,291,149,4298.90887,255.5982,576.679825,325.025879,291.068848,149.0775,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.25,0.35,0.2,0.2,遭受范围伤害降低10%。,"与具有“弱化效果""的部队战斗时，伤害提升10%。",https://patchwiki.biligame.com/images/langrisser/thumb/2/23/haauax4befva42wy2iv1d18fm1v42bn.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E5%85%B0.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
罗兰,隐士,法师,3964,283,542,273,325,99,3964.42264,282.513465,542.19232,272.755167,325.128874,99.385,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.25,0.35,0.2,0.2,"受到具有""弱化效果""的部队攻击进入战斗时，遭受伤害降低10%。",受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/2/23/haauax4befva42wy2iv1d18fm1v42bn.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E5%85%B0.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
罗莎莉娅,银骑统帅,僧侣,4841,578,271,263,308,125,4840.74625,577.78116,271.41972,262.83976,308.461824,124.95984,1000,150,30,90,90,20,攻击+5%，自身处在友方[庇护之剑]指挥范围内，使用主动技能造成伤害后，该技能冷却时间随机减少1-3回合。,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/a/ae/ruaeqbq95kcsi40sdf8rr7syww5f6ci.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E8%8E%8E%E8%8E%89%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
罗莎莉娅,皇家骑士,骑兵,4841,578,247,274,297,125,4840.74625,577.78116,246.950821,273.63626,296.980224,124.95984,1000,150,30,90,90,20,攻击+5%，自身处在友方[庇护之剑]指挥范围内，使用主动技能造成伤害后，该技能冷却时间随机减少1-3回合。,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,部队血量高于80%时，遭受暴击率降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/a/ae/ruaeqbq95kcsi40sdf8rr7syww5f6ci.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E8%8E%8E%E8%8E%89%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
罗泽希尔,灵光圣女,僧侣,3497,321,412,278,348,85,3497.033125,321.096776,412.059357,278.015728,348.29873,85.4711,1000,30,150,90,90,20,智力+10%；[晶愈]持续回合数+1，[水晶结界]施加的[晶愈]不可驱散。,0,0,0.1,0,0,0,0.2,0.1,0.35,0.35,部队血量高于80%时，遭受暴击率降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/3nzpze1w5wx4l9birxvft5s6zvl4mxb.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E6%B3%BD%E5%B8%8C%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
罗泽希尔,水晶女皇,法师,3666,295,447,278,317,99,3666.1732,295.012718,447.481536,278.015728,317.332171,99.385,1000,30,150,90,90,20,智力+10%；[晶愈]持续回合数+1，[水晶结界]施加的[晶愈]不可驱散。,0,0,0.1,0,0,0,0.2,0.1,0.35,0.35,遭受范围伤害降低10%。,部队血量100%时，伤害提高10%。,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/3nzpze1w5wx4l9birxvft5s6zvl4mxb.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E6%B3%BD%E5%B8%8C%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
洛加,大统帅,刺客,3412,464,240,255,247,274,3412.33347,463.970205,239.77668,254.888136,247.136979,273.6381,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.35,0.35,0.1,0.1,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/8xvv0kzdn0jsazhvpu1lwh61jb7ljs8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E5%8A%A0.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
洛斯塔姆,沙海之王,步兵,4558,579,244,323,275,195,4557.56925,578.806128,244.28976,323.272932,275.195896,195.48294,1000,150,30,90,90,20,"攻击、技巧+5%；使用[盛怒角斗]攻击进入战斗前，若自身处于防御地形或""沙漠""时，本次攻击无视护卫。",0,0.05,0,0,0,0.05,0.35,0.35,0.2,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/b2/sqvsmjmvaz7o3gr354m14mr0enavgu8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%96%AF%E5%A1%94%E5%A7%86.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
洛斯塔姆,抗暴统帅,刺客,4248,549,244,288,255,320,4247.62117,549.23677,244.28976,288.125664,254.912529,319.72394,1000,150,30,90,90,20,"攻击、技巧+5%；使用[盛怒角斗]攻击进入战斗前，若自身处于防御地形或""沙漠""时，本次攻击无视护卫。",0,0.05,0,0,0,0.05,0.35,0.35,0.2,0.1,受到远程攻击进入战斗时，遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/b2/sqvsmjmvaz7o3gr354m14mr0enavgu8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%96%AF%E5%A1%94%E5%A7%86.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
洛维奈尔大帝,皇帝,步兵,4576,577,237,347,268,157,4576.383,576.5852,237.4944,347.344961,268.125664,156.554,1000,150,30,90,90,20,攻击+5%；部署友军后使其移动力+2，持续2回合,0,0.05,0,0,0,0,0.2,0.4,0.3,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/50/gg5bonag9yq6cwzeymtuyzhyop7g4ba.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E7%BB%B4%E5%A5%88%E5%B0%94%E5%A4%A7%E5%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
洛维奈尔大帝,征伐骑士王,骑兵,4576,577,216,323,268,132,4576.383,576.5852,216.08392,322.877622,268.125664,131.672,1000,150,30,90,90,20,攻击+5%；部署友军后使其移动力+2，持续2回合,0,0.05,0,0,0,0,0.2,0.4,0.3,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/50/gg5bonag9yq6cwzeymtuyzhyop7g4ba.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E7%BB%B4%E5%A5%88%E5%B0%94%E5%A4%A7%E5%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
马库雷,海骑统帅,水兵,4463,565,249,349,260,145,4463.43525,564.806128,249.02735,348.666736,260.082483,144.674,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.2,0.35,0.25,0.2,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/171hbd7hx7qfbsgegfwk3zw49f7koq5.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E5%BA%93%E9%9B%B7.png,https://patchwiki.biligame.com/images/langrisser/d/d0/c1pkxu78pkarz4jej3l9ar096zfxvwy.png
马库雷,远行浪客,刺客,4139,535,274,311,260,300,4139.48461,535.23677,273.702,311.063872,260.082483,299.67716,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.2,0.35,0.25,0.2,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/171hbd7hx7qfbsgegfwk3zw49f7koq5.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E5%BA%93%E9%9B%B7.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
马修-龙骑统帅,孤刃逆旅,SP步兵,4678,572,243,327,283,180,4677.93843,571.587584,242.844602,327.063885,283.255332,180.08575,1000,150,30,90,90,20,攻击、防御+5%；全场“主角光环”友军，周围2格内存在其他友军时，攻击、智力提升10%。,0,0.05,0,0.05,0,0,0.2,0.4,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,https://patchwiki.biligame.com/images/langrisser/3/33/jptnp8pwifn8hhnmfmacv0e9w268ypp.png
马修-龙骑统帅,英雄,步兵,4511,553,254,317,277,154,4511.3095,553.042928,254.29404,316.584276,276.896472,153.81457,1000,150,30,90,90,20,攻击、防御+5%；全场“主角光环”友军，周围2格内存在其他友军时，攻击、智力提升10%。,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,本部队有5个以上增益效果时，进入战斗后遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
马修-龙骑统帅,龙骑统帅,飞兵,4202,553,231,293,310,171,4201.66198,553.042928,231.369047,293.101752,310.313661,170.62825,1000,150,30,90,90,20,攻击、防御+5%；全场“主角光环”友军，周围2格内存在其他友军时，攻击、智力提升10%。,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
马修-突击骑士,孤刃逆旅,SP步兵,4630,579,243,327,283,180,4629.93843,578.587584,242.844602,327.063885,283.255332,180.08575,1000,150,30,90,90,20,攻击、防御+5%；全场“主角光环”友军，周围2格内存在其他友军时，攻击、智力提升10%。,0,0.05,0,0.05,0,0,0.2,0.4,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,https://patchwiki.biligame.com/images/langrisser/3/33/jptnp8pwifn8hhnmfmacv0e9w268ypp.png
马修-突击骑士,突击骑士,骑兵,4154,560,231,293,258,131,4153.66198,560.042928,231.369047,293.101752,258.191253,130.69576,1000,150,30,90,90,20,攻击、防御+5%；全场“主角光环”友军，周围2格内存在其他友军时，攻击、智力提升10%。,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
马修-突击骑士,英雄,步兵,4463,560,254,317,277,154,4463.3095,560.042928,254.29404,316.584276,276.896472,153.81457,1000,150,30,90,90,20,攻击、防御+5%；全场“主角光环”友军，周围2格内存在其他友军时，攻击、智力提升10%。,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,本部队有5个以上增益效果时，进入战斗后遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
