装备名称,类别,生命,攻击,智力,防御,魔防,技巧,基础加成,满级特效,常驻生命,常驻攻击,常驻智力,常驻防御,常驻魔防,常驻技巧,满血生命,满血攻击,满血智力,满血防御,满血魔防,满血技巧,80血生命,80血攻击,80血智力,80血防御,80血魔防,80血技巧,50血生命,50血攻击,50血智力,50血防御,50血魔防,50血技巧,50血以下生命,50血以下攻击,50血以下智力,50血以下防御,50血以下魔防,50血以下技巧,图片地址
帝国的明珠(弗洛朗蒂娅专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命、魔防+5%。士兵遭受伤害降低10%。每场战斗开始时，或友军死亡时，自身获得1个[战谋]。,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/06/dxr69fm2xcptuo65eoiuxgk6sy23z8d.png/59px-%E5%B8%9D%E5%9B%BD%E7%9A%84%E6%98%8E%E7%8F%A0.png
年幼的君王(丽可丽丝专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。触发再行动时，身上携带的强化效果回合数不会减少。自身有“超绝强化”的特殊效果，且行动结束时，本回合未造成过伤害，则自身所有技能冷却时间-1。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5f/te9zh9jblhg775p2xkix1ijbo3e5fic.png/59px-%E5%B9%B4%E5%B9%BC%E7%9A%84%E5%90%9B%E7%8E%8B.png
弥米尔的战锤,武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。主动击杀敌军后或友军死亡时，驱散自身1个异常状态并恢复20%生命，同时获得“英雄伤害提升20%”，持续1回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c1/o4bzsekyg8tk2bc5ettyzs5uqhg0fzh.png/57px-%E5%BC%A5%E7%B1%B3%E5%B0%94%E7%9A%84%E6%88%98%E9%94%A4.png
弧光裂破者,武器,0,107,0,0,0,43,攻击+107，技巧+43,攻击+10%，范围伤害+10%。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/qw3plvjnj7hne1dazg50xb85vymigq2.png/59px-%E5%BC%A7%E5%85%89%E8%A3%82%E7%A0%B4%E8%80%85.png
强袭异铠(维拉玖专属),衣服,437,0,0,65,0,0,生命+437，防御+65,防御+10%。英雄触发遭受致命伤害不会死亡时，自身获得1个随机强化效果。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/15/qkotq88d6acvh02j98lrqap72v2d4l9.png/56px-%E5%BC%BA%E8%A2%AD%E5%BC%82%E9%93%A0.png
影渊鳞衣,衣服,509,0,0,59,0,0,生命+509，防御+59,生命+10%。部队生命50%以上时，防御+10%。部队生命50%以下时，魔防+10%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1b/25fjslxj2m40dffawqw4vyd7kbtg4ze.png/58px-%E5%BD%B1%E6%B8%8A%E9%B3%9E%E8%A1%A3.png
德罗普尼尔,饰品,0,0,75,0,43,0,智力+75，魔防+43,智力+8%。被远程攻击进入战斗时，可以反弹本次遭受伤害的30%。,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/44/pf3kpjsxjbjoxdkvqropnyahu41vvf2.png/59px-%E5%BE%B7%E7%BD%97%E6%99%AE%E5%B0%BC%E5%B0%94.png
心醉之面纱(帕希尔专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命、魔防+5%。敌方有[非女性英雄]时，移动力+1，行动结束时，使得3格范围内的1个随机敌方[非女性英雄]获得[疲惫],0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/8b/lyldrxq4p74st85l33cy1pxy3x58to4.png/47px-%E5%BF%83%E9%86%89%E4%B9%8B%E9%9D%A2%E7%BA%B1.png
恐惧魔眼,饰品,0,0,75,0,43,0,智力+75，魔防+43,智力+8%。主动进入战斗时，战后有50%概率使敌军“造成伤害”降低15%，持续1回合。,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/76/pgu3jcikoiwtv1ygqpecuhatsoszryi.png/57px-%E6%81%90%E6%83%A7%E9%AD%94%E7%9C%BC.png
恶念编织者,武器,437,0,107,0,0,0,生命+437，智力+107,生命+5%。对敌军使用技能后，有100%的概率使得敌军遭受一个随机的弱化效果。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/9e/nzion12762lupgqceh5vyrkwc7dtd89.png/58px-%E6%81%B6%E5%BF%B5%E7%BC%96%E7%BB%87%E8%80%85.png
恶魔之吻,武器,364,118,0,0,0,0,生命+364，攻击+118,生命+5%，攻击+5%。主动进入战斗时，战后对敌军造成一次固定伤害，伤害值为英雄攻击的1倍。,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4f/sm44zzo2h5sc6xn61wno3mktp84evz6.png/58px-%E6%81%B6%E9%AD%94%E4%B9%8B%E5%90%BB.png
悠远的回音(古斯塔夫专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%，当自身有技能处于冷却时，英雄造成伤害提升10%，被远程攻击进入战斗前，对敌军造成自身智力1倍的[固定伤害]。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/3xyuf73n4n9fctnfiwmnhcy7om542ra.png/57px-%E6%82%A0%E8%BF%9C%E7%9A%84%E5%9B%9E%E9%9F%B3.png
惑星之仪,衣服,583,0,0,54,0,0,生命+583，防御+54,遭受范围伤害降低15%，治疗效果+10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/9b/ld97y53nmm29zhxln1ukqu6efv3dpjo.png/40px-%E6%83%91%E6%98%9F%E4%B9%8B%E4%BB%AA.png
惩恶侠影(塔塔利亚专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命，防御+5%。与拥有[恶念感知]的敌方部队周围3格范围内的敌军交战时，造成伤害提升10%。使用[恶念吞噬]击杀敌军后，行动结束时获得“部队生命值70%以上时，无法被敌军普通攻击及技能锁定为目标”，持续1回合。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/a9d82852jt93wgc71amam1mfsisq11d.png/59px-%E6%83%A9%E6%81%B6%E4%BE%A0%E5%BD%B1.png
愚弄者的诡面(邪神库鲁加专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。英雄死亡时，使得自身周围5格范围内的敌军2个强化效果转化为随机弱化效果。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/99/0unvl87ambvh2kf3notngyg2fl2onq0.png/57px-%E6%84%9A%E5%BC%84%E8%80%85%E7%9A%84%E8%AF%A1%E9%9D%A2.png
感电头饰,头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时，若相邻有其他友军，则使自身及相邻随机1名其他友军反击伤害提升10%，且无法被位移，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/7c9w8azbzoidxkvlyx41sh4iwdyv39w.png/59px-%E6%84%9F%E7%94%B5%E5%A4%B4%E9%A5%B0.png
我我我公主？(海恩专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+5%。英雄天赋可以累积的增益效果个数+1，可以享受[公主联盟]超绝效果。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/87/fbwokc6i4plbdfmgbw8115ckys8mxtf.png/59px-%E6%88%91%E6%88%91%E6%88%91%E5%85%AC%E4%B8%BB%EF%BC%9F.png
我执(欧米伽专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。 使用主动技能击杀敌军时，使得该技能冷却时间-2，且在行动结束时获得“技巧+20%”和“移动力+2”，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/53/j9sc8ttdi7hjb5lgeudiud276lcetea.png/57px-%E6%88%91%E6%89%A7.png
拂晓之冠(方舟圣女专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。自身周围1圈有2名及以上其他友军时，辉黯相依不再对友军造成伤害，遭受治疗效果提升8%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/ff/sbxy1oyuygo36ill81pfh9n5puqs3eu.png/59px-%E6%8B%82%E6%99%93%E4%B9%8B%E5%86%A0.png
拉格纳罗克,武器,364,118,0,0,0,0,生命+364，攻击+118,攻击+10%。主动进入战斗前，有100%的概率对敌军造成一次固定伤害，伤害值为英雄攻击的1倍。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/90/8f5n1qjrikv1jdiy1f9cr5zpmkeomn5.png/57px-%E6%8B%89%E6%A0%BC%E7%BA%B3%E7%BD%97%E5%85%8B.png
拒马盾矛,武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。被攻击进入战斗前，敌军每移动1格，自身防御提升2%，最高提升10%。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/ba/epemstit3ip8utiye51ux71j2xbnfm7.png/56px-%E6%8B%92%E9%A9%AC%E7%9B%BE%E7%9F%9B.png
提娅玛特之佑,衣服,437,0,0,65,0,0,生命+437，防御+65,生命、魔防+5%。处于[混合部队]时，部队遭受魔法伤害降低20%。,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/32/kk1ugu3isjstdkzai47ke4tbekj7xse.png/57px-%E6%8F%90%E5%A8%85%E7%8E%9B%E7%89%B9%E4%B9%8B%E4%BD%91.png
提尔之怒,头饰,583,0,0,0,48,0,生命+583，魔防+48,防御+10%。行动结束时，如果未造成过伤害，则获得效果“技能伤害提升10%”、“反击伤害提升10%”，持续1回合。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/16/crapo7l4j5iecc0vxzi7qdcvu8mmjmv.png/57px-%E6%8F%90%E5%B0%94%E4%B9%8B%E6%80%92.png
摄魂法帽,头饰,364,0,0,0,65,0,生命+364，魔防+65,魔防+10%。行动结束时，50%的概率使自身3格范围内的1个敌军“无法使用主动技能”，持续1回合。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e6/1599jakhbm0xowfpc0jc2auvkht9cka.png/51px-%E6%91%84%E9%AD%82%E6%B3%95%E5%B8%BD.png
救赎之心,饰品,0,0,75,0,43,0,智力+75，魔防+43,治疗效果提升15%。免疫“固定伤害”。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4d/jrxgshjg25spz6nxhirl6wyc70z0nw8.png/57px-%E6%95%91%E8%B5%8E%E4%B9%8B%E5%BF%83.png
敛辉圣翼,饰品,509,75,0,0,0,0,生命+509，攻击+75,全属性+5%。行动结束时，如果本回合未造成伤害，有100%的概率获得“移动力+2”，持续1回合。（若此时已经拥有通用移动力提升效果，则“移动力+3”）,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1d/tt8sq7aw1011k8iogvyamriokvccuqk.png/59px-%E6%95%9B%E8%BE%89%E5%9C%A3%E7%BF%BC.png
斩男色(伊梅尔达专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,魔防+10%。行动结束时，使相邻2格的4个其他友军免疫“固定伤害”，持续1回合。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e2/a75ll19pykdvtoc69cnns2akpagqftr.png/59px-%E6%96%A9%E7%94%B7%E8%89%B2.png
斩风的骑士,武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%。主动攻击生命值100%的敌军，进入战斗时攻击、防御、魔防额外提升5%。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/2e/qvmxqqkz6ub240bc7vn9qsmzj8g99k9.png/59px-%E6%96%A9%E9%A3%8E%E7%9A%84%E9%AA%91%E5%A3%AB.png
斩魔刀,武器,0,107,0,0,0,43,攻击+107，技巧+43,攻击、技巧+8%。主动攻击发生暴击后，驱散敌军1个强化效果，并施加1个弱化效果。,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/htm5uier0rkxrya61bycxe0ry0ytepp.png/59px-%E6%96%A9%E9%AD%94%E5%88%80.png
旋云法袍,衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%。主动攻击进入战斗时，受到反弹伤害减免30%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/op1se3puxbwj18lf9fmx7u3040fso5q.png/57px-%E6%97%8B%E4%BA%91%E6%B3%95%E8%A2%8D.png
无尽回环(超越之人专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。英雄主动攻击进入战斗时造成伤害提升15%。战斗开始时获得1层[灭创之伟力]。使用命运扭转时，自身额外偷取目标3个强化效果。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/8e/9jzm6rp46kb8fz7c17zuzvldhmddmaq.png/59px-%E6%97%A0%E5%B0%BD%E5%9B%9E%E7%8E%AF.png
无瑕的颂赞(莉亚娜专属),衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%。使用[再行动]时，对目标施加“攻击，智力提升20%”，持续2回合。召唤的[天空射手]属性提升，并且额外拥有技能[圣疗]。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/59/evj9g3o33iy5s32xe2fgpbop60rwjy9.png/49px-%E6%97%A0%E7%91%95%E7%9A%84%E9%A2%82%E8%B5%9E.png
旭日锁甲,衣服,437,0,0,65,0,0,生命+437，防御+65,生命、防御+5%。被攻击进入战斗前，有100%的概率驱散敌军1个强化效果。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/2a/mg60583pk3mjd9kmznccg986p1a7hiq.png/54px-%E6%97%AD%E6%97%A5%E9%94%81%E7%94%B2.png
时序之芒(普蕾茜娅专属),武器,364,118,0,0,0,0,生命+364，攻击+118,攻击+10%。[趋时]可以使自身所有[触发冷却]额外减少1回合；[凝时]不再拥有冷却时间。自身每有1个技能未处于冷却，部队造成伤害提升5%。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/eyln3vgq5r5m6l36wlenxtdokfrlv2p.png/56px-%E6%97%B6%E5%BA%8F%E4%B9%8B%E8%8A%92.png
星之耳坠,饰品,509,0,75,0,0,0,生命+509，智力+75,智力+8%。和“刺客”、“弓手”战斗时，防御提升30%。,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/06/cnda4c2hi4m2s9m09la45dlcbie6hf0.png/57px-%E6%98%9F%E4%B9%8B%E8%80%B3%E5%9D%A0.png
星海的提督(威拉专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。英雄生命小于等于50%时，免疫“固定伤害”。使用技能后有50%概率使该技能冷却时间减少2回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/01/7gd66jigibag7e6r3hy2se2qq973ccs.png/58px-%E6%98%9F%E6%B5%B7%E7%9A%84%E6%8F%90%E7%9D%A3.png
星绛之幕,头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。部队生命值不低于80%时，受到其他友军治疗后获得，“技能伤害提升10%”“普攻伤害提升10%”，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/cd/eflpr8gsj1ela60dddy9riz97v3jzcc.png/59px-%E6%98%9F%E7%BB%9B%E4%B9%8B%E5%B9%95.png
星舰的决意(月之执政官专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命，防御+5%。触发再行动时，身上携带的强化效果回合数不会减少。行动结束时，若自身处于水中且本回合未造成过伤害，则恢复自身部队最大生命值的20%。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/17/h5kx5sf6h7yams0kyphmzpwsrsqry8t.png/53px-%E6%98%9F%E8%88%B0%E7%9A%84%E5%86%B3%E6%84%8F.png
星运时轨,饰品,0,75,75,0,0,0,攻击+75，智力+75,"攻击、智力+5%。主动攻击进入战斗时，本次战斗敌军“饰品技能失效”，当目标为非玩家英雄时，该效果替换为“遭受伤害提升10%""。",0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4e/4ciqyyvx818c1mm50xpva04ip6201cq.png/57px-%E6%98%9F%E8%BF%90%E6%97%B6%E8%BD%A8.png
晨昏之星,饰品,0,75,75,0,0,0,攻击+75，智力+75,攻击、智力+5%。主动攻击进入战斗前，对敌军造成1次[固定伤害]，伤害值为英雄攻击和智力中较低一项属性的1倍。如果敌军为[混合部队]，则此次伤害无法被免疫。,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/19/5iquc4ml0tl71orw6inyij62iheo2fi.png/59px-%E6%99%A8%E6%98%8F%E4%B9%8B%E6%98%9F.png
晴雪绒帽,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%，被攻击进入战斗时有50%概率防御提升20%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/dd/osqklff6rpibw75xlkzfb36sbvgh4p9.png/59px-%E6%99%B4%E9%9B%AA%E7%BB%92%E5%B8%BD.png
晶翠灵蝶,饰品,0,0,0,48,43,0,防御+48，魔防+43,全属性+5%，回合开始时获得“免疫遭受的下1个弱化效果，触发时恢复部队20%生命”不可驱散。,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/gyhw7ecpu4hez2tjgoo3457bei06j2q.png/59px-%E6%99%B6%E7%BF%A0%E7%81%B5%E8%9D%B6.png
晶耀洁纱(罗泽希尔专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%，自身每拥有1层[水晶屏障]，治疗效果提升3%。英雄死亡时，恢复周围2格范围内其他友军生命，恢复量为罗泽希尔智力的2倍。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/nisx3859ol2jec4p29iv2s7tmwbeuis.png/58px-%E6%99%B6%E8%80%80%E6%B4%81%E7%BA%B1.png
暗之法冠,头饰,364,0,0,0,65,0,生命+364，魔防+65,魔防+10% 生命+5%,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/78/3t53y5ao8xsf4c695uo9jq9nnywntgd.png/59px-%E6%9A%97%E4%B9%8B%E6%B3%95%E5%86%A0.png
暗之法衣,衣服,583,0,0,54,0,0,生命+583，防御+54,生命+5%。 被远程攻击时，防御、魔防提升15%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/27/589ma0vqaweiwz7yw2jxt1nyr60zodc.png/59px-%E6%9A%97%E4%B9%8B%E6%B3%95%E8%A1%A3.png
暗谋坠饰,饰品,0,75,0,0,0,37,攻击+75，技巧+37,全属性+5%。进入战斗时，暴击率+5%。,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/1bg6tgm2hhj9pzuuw8deojd00kq7t3d.png/59px-%E6%9A%97%E8%B0%8B%E5%9D%A0%E9%A5%B0.png
暮星守护,衣服,583,0,0,54,0,0,生命+583，防御+54,魔防+10%。治疗效果提升10%。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a4/9r94stmsq0k1aak4872ztoanfv2c50d.png/58px-%E6%9A%AE%E6%98%9F%E5%AE%88%E6%8A%A4.png
暮色头盔,头饰,437,0,0,0,59,0,生命+437，魔防+59,魔防+8%，防御+8%。,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/b6/5ef3nu0ihvscx9gb1g3p82fs7ip1a5p.png/50px-%E6%9A%AE%E8%89%B2%E5%A4%B4%E7%9B%94.png
暮色轻甲,衣服,509,0,0,59,0,0,生命+509，防御+59,魔防+8%，防御+8%。,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/88/lh5eiknuqdmqqjkhm2jsrnqeouhawil.png/59px-%E6%9A%AE%E8%89%B2%E8%BD%BB%E7%94%B2.png
曙光的秘意(罗兰专属),衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%，切换形态时，身上携带的强化效果回合数不会减少。自身拥有[敛锋]，行动结束时若没有造成过伤害，获得“移动力+2”，持续1回合；自身拥有[灼耀]时，主动攻击后，可以再移动2格。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/7f/kin80pnxl5cbeh939dtwyybxzx8c14u.png/59px-%E6%9B%99%E5%85%89%E7%9A%84%E7%A7%98%E6%84%8F.png
最后之服,衣服,509,0,0,59,0,0,生命+509，防御+59,防御+10%。部队生命值100%时，遭受所有伤害降低40%。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/aa/i2cjvdhx31v4jto69n43e05czdf0x4j.png/58px-%E6%9C%80%E5%90%8E%E4%B9%8B%E6%9C%8D.png
最后的骑士,武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。主动进入战斗前，有50%的概率使得敌军“攻击、智力”降低20%，持续1回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/91/7s666k3tgqty90v3f9vsgm0nnni28zm.png/58px-%E6%9C%80%E5%90%8E%E7%9A%84%E9%AA%91%E5%A3%AB.png
最终保暖兵器,头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时，使相邻的1名其他友军“遭受伤害”降低15%，且免疫“固定伤害”，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4f/e0mobb3cz0xxq11prnalp4mw8c408v2.png/55px-%E6%9C%80%E7%BB%88%E4%BF%9D%E6%9A%96%E5%85%B5%E5%99%A8.png
月之回忆(布琳达专属),衣服,437,0,0,65,0,0,生命+437，防御+65,生命、防御+5%。 当触发风华典范额外行动时，驱散自身2个弱化效果并使自己获得造成伤害提高10%，遭受伤害降低10%，持续1回合。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/ac/1upbmf8a09c43bv26kjfdkbtsp0dxcj.png/57px-%E6%9C%88%E4%B9%8B%E5%9B%9E%E5%BF%86.png
